longest_time,smoothed_intensity,smoothed_f1,smoothed_f2,smoothed_f3
0.01,27.631125,624.02625,1242.322875,1828.940625
0.02,42.07449375,776.0806875,1714.39745625,2531.89996875
0.03,48.9045965625,697.369753125,1863.7862259375,2728.4206078125
0.04,53.359778109375,729.79236421875,2047.57467426563,2978.32558429688
0.05,57.0510029601563,805.284425320312,2185.66182084609,3077.26007136328
0.06,60.6168016280859,922.348808926172,2251.88525146535,3189.32691424981
0.07,63.5814908954473,1021.76896990939,2300.32876330594,3253.96742783739
0.08,65.610319992496,1188.33018345017,2356.56131981827,3247.94083531057
0.09,67.3179259958728,1254.69722589759,2315.52635090005,3254.40920942081
0.1,69.2876092977301,1073.01997424368,2172.48986799503,3064.46681518145
0.11,71.5454351137515,821.440735834022,1982.47742739726,2789.3303733498
0.12,73.3598643125634,707.122404708712,1862.8427100685,2640.87183034239
0.13,74.6041753719099,653.481322589792,1779.55211553767,2559.81925668831
0.14,75.3526714545504,627.906102424385,1714.71741354572,2521.20621617857
0.15,75.6428443000027,621.750731333412,1664.97895245015,2511.93116889822
0.16,75.7079393650015,621.932652233377,1606.61892384758,2513.62826789402
0.17,75.7234916507508,620.134833728357,1546.32953311617,2522.46367234171
0.18,75.711795407913,611.092158550596,1492.52661821389,2522.49239478794
0.19,75.5996124743521,588.916312202828,1449.06939001764,2522.13581713337
0.2,75.3297868608937,540.110971711556,1419.6385395097,2520.81244942335
0.21,75.0351327734915,518.565659441356,1395.84319673034,2521.07009718284
0.22,74.8055730254203,500.011862692746,1401.83125820169,2526.89417845056
0.23,74.5555651639812,460.05664948101,1383.02969201093,2501.34354814781
0.24,74.1266858401897,409.749282214556,1384.52045560601,2475.2194514813
0.25,73.4486772121043,488.266730218006,1515.88200058331,2538.24894831471
0.26,72.3928974666574,525.079326619903,1590.42697532082,2608.85104657309
0.27,71.5557186066616,424.496754640947,1597.51921142645,2562.4117006152
0.28,70.9400202336639,496.957215052521,1688.91569128455,2633.95306033836
0.29,70.1648861285151,557.188718278886,1745.0202552065,2659.9661831861
0.3,69.6710623706833,490.088670053388,1736.87626536358,2667.88227575235
0.31,69.5772093038758,617.025268529363,1793.58357094997,2726.3002516638
0.32,68.7887151171317,715.34789769115,1817.54558902248,2738.33763841509
0.33,67.6192933144224,830.261968730132,1871.19994896236,2800.1135761283
0.34,67.3214863229323,925.166082801573,2020.7180969293,2873.12671687056
0.35,67.2769424776128,921.356345540865,2048.32195331112,2859.01169427881
0.36,67.457193362687,832.661865047476,2021.80257432111,2896.32493185335
0.37,67.9084563494779,730.001400776112,1903.99591587661,2805.78046251934
0.38,68.6460259922128,576.825270426861,1763.27262873214,2667.85300438564
0.39,69.0055642957171,495.665398734774,1658.39782080268,2615.6775274121
0.4,69.2066853626444,455.754719304126,1590.36892644147,2568.56701507666
0.41,69.1586769494544,420.429845617269,1525.15203454281,2573.93460829216
0.42,68.3098973221999,377.902665089498,1506.11949399855,2597.83315956069
0.43,67.52356852721,352.399965799224,1523.7124716992,2627.19423775838
0.44,67.6085876899655,336.836731189573,1452.30085943456,2593.49183076711
0.45,68.261723229481,326.066327154265,1450.17084768901,2636.37600692191
0.46,68.7109477762146,483.455479934846,1550.26846622895,2760.24255380705
0.47,69.306771276918,554.505763964165,1500.44515642593,2708.17865459388
0.48,70.3837242023049,506.528670180291,1341.09446103426,2579.12601002663
0.49,71.2426733112677,484.95064359916,1219.42370356884,2509.29568051465
0.5,71.5890953211972,453.103853979538,1103.72141196286,2473.98724928306
0.51,71.7391274266585,453.977369688746,1021.36740157958,2458.87861210568
0.52,71.9757700846622,445.51630332881,931.394445868766,2456.26698665812
0.53,72.1509235465642,468.829091830846,989.172445227822,2510.09734266197
0.54,72.2900079506103,487.354875506965,1113.2678448753,2573.11541346408
0.55,72.4385043728357,518.492681528831,1175.67593968142,2617.59772740525
0.56,72.5449274050596,546.402724840857,1174.28839182478,2636.85650007289
0.57,72.5640850727828,551.075873662471,1118.44524050363,2609.48007504009
0.58,72.5262467900305,569.373605514359,1159.954257277,2610.08191627205
0.59,72.5538107345168,566.441358032898,1074.26559150235,2567.03405394963
0.6,72.7680959039843,614.567121918094,1040.94845032629,2549.4912296723
0.61,72.9838277471914,628.081917054952,1068.99314767946,2540.08455131976
0.62,73.1823552609552,642.456304380223,1126.6794812237,2526.93125322587
0.63,73.4535453935254,657.685967409123,1179.95296467304,2513.06056427423
0.64,73.465449966439,672.671657075018,1231.45975557017,2495.67681035083
0.65,73.5147474815414,687.57491139126,1297.05074056359,2474.26274569295
0.66,73.4259861148478,684.377701265193,1343.23840730998,2455.45488513113
0.67,73.2297923631663,688.232985695856,1386.57524902049,2439.32018682212
0.68,73.1106357997415,690.581767132721,1418.97063696127,2410.65510275217
0.69,72.3779746898578,687.186846922996,1451.6291003287,2389.40493151369
0.7,71.3258860794218,693.700890807648,1472.21700518078,2380.99108733253
0.71,70.683112343682,683.874739944206,1521.07935284943,2363.54297303289
0.72,70.6344617890251,678.136231969313,1555.05351906719,2343.89126016809
0.73,70.7055789839638,661.707302583123,1578.58468548695,2319.33869309245
0.74,70.3554434411801,647.579641420718,1609.21632701782,2300.50340620085
0.75,69.8141188926491,639.728427781395,1618.6567298598,2271.20012341047
0.76,69.464640390957,635.073885279767,1622.43932642289,2226.54206787576
0.77,68.9518022150263,623.510511903872,1630.57562953259,2205.13126233167
0.78,68.3434912182645,597.73653154713,1631.81172124292,2163.70819428242
0.79,67.8930451700455,605.997842350921,1630.90194668361,2129.39538185533
0.8,66.999549843525,608.521063293007,1638.33394567598,2118.50858502043
0.81,66.1695024139388,598.902959811154,1662.44767012179,2105.03284676124
0.82,65.8378513276663,588.004877896135,1660.40234356699,2107.00369071868
0.83,65.7263182302165,572.512557842874,1673.09466396184,2056.52215489527
0.84,65.3004750266191,571.275031813581,1664.26131517901,2019.8281851924
0.85,64.9402612646405,654.593642497469,1664.04809834846,2118.44425185582
0.86,64.8670186955523,568.540753373608,1604.01107909165,2060.7928385207
0.87,64.6951102825538,588.187414355484,1604.95784350041,2149.03993618639
0.88,64.1854356554046,514.156827895516,1593.88768892522,2031.48421490251
0.89,63.5349896104725,508.241880342534,1570.92522890887,2073.58994319638
0.9,63.0343692857599,533.886534188394,1608.69812589988,2200.96471875801
0.91,62.7297781071679,743.075093803617,1703.93696924493,2440.11172031691
0.92,62.5476279589424,813.981551591989,1859.26820808471,2713.2823211743
0.93,62.0953203774183,720.483228375594,1788.05088944659,2611.63302664586
0.94,60.9960512075801,729.799025606577,1712.90273919563,2549.72966465523
0.95,59.652328164169,766.168464083617,1790.76275655759,2717.64281556037
0.96,59.098905490293,913.17065524599,1971.58614110668,2905.73142355821
0.97,52.2897730196611,764.144985385294,1700.11412760867,2505.46478295701
0.98,41.8060001608136,700.133616961912,1630.14514518477,2368.14400562636
0.99,36.2975500884475,445.804364329052,1262.34320485162,1783.3627030945
1,33.0946525486461,312.168150380978,1076.82813766839,1550.22548670197
1.01,25.3334339017554,311.622232709538,957.763475717616,1426.36389268609
1.02,21.5102636459655,251.367352990246,719.147161644689,1120.79301597735
1.03,19.441270005281,322.161419144635,640.788813904579,1037.66428378754
1.04,17.9084485029045,270.117155529549,570.129222647518,877.659231083147
1.05,16.7515216765975,220.610560541252,513.097697456135,852.609202095731
1.06,16.1737119221286,202.690183297689,477.572358600874,830.143311152652
1.07,15.9897915571707,207.739100813729,488.312797230481,819.229321133959
1.08,15.8278853564439,213.031505447551,486.933413476765,816.405876623677
1.09,15.4260869460442,210.637952996153,498.625127412221,818.765732143023
1.1,15.1949728203243,216.027624147884,504.269195076721,820.125527678662
1.11,15.4256100511784,216.777943281336,502.578682292197,820.147790223264
1.12,0,0,0,0
1.13,0,0,0,0
1.14,0,0,0,0
1.15,0,0,0,0
1.16,0,0,0,0
