longest_time,smoothed_intensity,smoothed_f1,smoothed_f2,smoothed_f3
0.01,28.591875,214.435125,982.760625,1199.856375
0.02,44.24315625,533.19819375,1535.12521875,2032.99475625
0.03,52.8468609375,711.8883815625,1875.8921203125,2471.6852409375
0.04,57.422523515625,780.203609859375,2088.80979117188,2663.91050751563
0.05,59.7996379335938,629.630860422656,2170.47476014453,2746.96790413359
0.06,61.0035508634766,502.004848232461,2082.34911807949,2782.23647227348
0.07,61.7365779749121,368.906166527854,2093.93926494372,2891.89855975041
0.08,62.2139928862017,357.75351659032,2083.71672071905,2829.95220786273
0.09,62.1446960874109,315.480059124676,1974.67869639548,2777.4418393245
0.1,62.478957848076,406.119032518572,1951.49528301751,2818.39326162847
0.11,63.7259268164418,432.875342885214,1956.81303065963,2768.07054389566
0.12,64.623259749043,597.435688586868,2104.0179168628,2953.38592414261
0.13,65.3226678619737,621.040128722777,2127.89247927454,3020.62225827844
0.14,66.5353423240855,484.472945797528,2089.951863601,2972.24511705314
0.15,67.600563278247,372.84462018864,1878.80764998055,2772.91981437923
0.16,68.1335598030359,395.577666103752,1865.0713324893,2695.06089790858
0.17,68.3063328916697,420.312966357064,1872.16610786912,2758.68261884972
0.18,68.9548580904184,366.273381496385,1772.99460932801,2705.91669036734
0.19,70.1744219497301,329.771234823012,1750.78166013041,2650.73580470204
0.2,71.4279320723516,320.704304152657,1739.39591307172,2709.03294258612
0.21,72.4199876397934,535.236492283961,1841.97637718945,2953.36699342237
0.22,73.1928682018864,496.210695756179,1835.0345074542,2899.6754713823
0.23,73.9959525110375,449.285507665898,1721.18247909981,2817.78088426027
0.24,75.0597738810706,428.131904216244,1665.76161350489,2780.60261134315
0.25,76.6011256345889,442.354422318934,1696.17526242769,2796.73731123873
0.26,78.1519940990239,483.093182275414,1710.02389433523,2826.6117711813
0.27,79.3930967544631,517.880125251478,1654.03089188438,2848.55072414972
0.28,80.5380782149547,538.775818888313,1594.75649053641,2875.40527328234
0.29,81.6009430182251,552.372200388572,1548.98744479502,2916.23702530529
0.3,82.4656436600238,558.794960213715,1507.53009463726,2960.07848891791
0.31,83.1111040130131,560.092103117543,1450.5859270505,2994.10929390485
0.32,83.6517322071572,561.291531714649,1410.31275987777,3022.15698664767
0.33,84.1279527139365,567.649342443057,1383.64339293277,3057.76346765622
0.34,84.5856239926651,568.733013343681,1367.43624111303,3096.50353221092
0.35,85.1737181959658,575.491782339025,1353.81530761216,3126.80156771601
0.36,85.7131700077812,587.534105286464,1344.35841918669,3145.2351122438
0.37,85.9884935042797,591.980507907555,1323.20800555268,3173.49731173409
0.38,86.0229214273538,593.427029349155,1302.88802805397,3192.37602145375
0.39,85.9316067850446,589.673116142035,1270.28754042969,3200.47218679956
0.4,85.8993837317745,578.58258887812,1244.91877223633,3203.53120273976
0.41,86.068411052476,577.114423882966,1225.29482472998,3200.72266150687
0.42,86.3830010788618,581.324433135631,1207.50977860149,3191.66858882878
0.43,86.589775593374,582.392313224597,1207.22975323082,3196.43697385583
0.44,86.6337515763557,576.506397273529,1200.05573927695,3178.25608562071
0.45,86.6309383669957,567.445018500441,1181.99690660232,3166.53984709139
0.46,86.5326411018476,555.026135175242,1160.06417363128,3147.26529090026
0.47,86.3795776060162,540.792124346383,1127.6465454972,3137.64865999514
0.48,86.2863926833089,537.068543390511,1095.91860002346,3142.17401299733
0.49,86.2025159758199,542.316198864781,1065.4396050129,3127.05670714853
0.5,86.001133786701,537.06865937563,1040.6729077571,3124.89931393169
0.51,85.8329985826855,534.129637656596,1028.2943492664,3110.99912266243
0.52,85.854149220477,534.859925711128,1018.02226709652,3106.77964246434
0.53,85.9535320712624,530.514084141121,1007.04574690309,3104.60742835539
0.54,85.9868176391943,520.467121277616,1009.0726607967,3108.46846059546
0.55,86.0534997015569,525.470166702689,1013.38021343818,3101.7596533275
0.56,86.0721748358563,542.898591686479,1032.029242391,3068.95818433013
0.57,85.957571159721,553.038850427563,1078.74408331505,3065.37025138157
