time,smoothed_intensity,smoothed_f1,smoothed_f2,smoothed_f3
0,13.84875,358.482375,1015.072875,1399.12425
0.01,33.696073828125,684.795357421875,1623.50716992188,2297.20995703125
0.02,45.1821905859375,967.749699726563,2046.49837347656,2907.81560460938
0.03,51.6116751240234,1096.1059084541,2368.18409661035,3192.48608588086
0.04,54.9805970935547,826.639258100977,2329.57869985723,3188.63439126211
0.05,57.1769174607056,905.468800900584,2375.26244663394,3327.24499487811
0.06,59.0297513984758,1090.8392319776,2423.47721740303,3432.95079882163
0.07,60.4847275611475,1156.9720862623,2481.83319786469,3461.59159431567
0.08,61.5604445035983,999.759152996562,2447.65225157424,3377.59631522869
0.09,62.581901132336,928.810441889371,2429.97512226822,3341.23272618982
0.1,63.6935261582311,1098.77518917185,2513.32512839384,3374.81852595212
0.11,64.6918791112101,1258.47845019875,2558.10510854396,3334.74386520304
0.12,65.3629046563412,1342.07101846289,2572.04513915297,3331.50711168533
0.13,65.4956332533343,1114.56125748343,2417.07038507747,3171.23209777057
0.14,65.3195288576245,931.360353271751,2323.35028149144,3068.95948907531
0.15,65.1748027933923,950.752142194563,2385.33973807653,3148.75398348537
0.16,65.8959304973631,979.112064393065,2370.76223923302,3144.17267232613
0.17,68.2278548817858,965.696623164741,2313.86301330659,3067.05701368854
0.18,71.362152332012,914.961479752313,2249.20593101926,3001.86280667874
0.19,74.1906055650355,839.69842265771,2167.18643368969,2911.43907195583
0.2,76.3082774629804,788.840009485906,2098.20839230034,2855.6624629436
0.21,78.0016335102302,773.507280939915,2041.99127869861,2820.56398450257
0.22,79.7584116787017,748.046620226919,2000.71298977262,2803.54169884989
0.23,81.6212249597272,737.991989921537,1958.28650233418,2793.3481407666
0.24,83.2780243291427,748.499723013798,1911.85601534888,2777.26511281617
0.25,84.5219269148645,759.087906645163,1876.49595774018,2767.77022987526
0.26,85.2879081842853,763.867437348005,1856.85261512116,2769.1395124859
0.27,85.6462608375298,762.042833853894,1846.30392207312,2766.48039302535
0.28,85.7684218830365,752.449184629012,1847.15371773753,2765.5942407384
0.29,85.6892102070499,736.38612085111,1863.08645308417,2774.28270451582
0.3,85.018201624269,716.316859273445,1889.26399252698,2795.01580151904
0.31,83.3954737313568,703.367358487079,1904.69179558109,2830.3375166799
0.32,81.2141549569011,711.231929561819,1915.99889396229,2876.55981651339
0.33,78.9413041410433,740.336271777927,1912.18139182195,2884.5470423593
0.34,76.8678120556851,754.661352763269,1907.55945933055,2876.41327397493
0.35,75.003580711713,722.996722076773,1898.65393658122,2860.28598707436
0.36,73.4069455579145,711.624832729812,1923.05419691685,2892.16516024813
0.37,72.2688458156003,711.248765387069,1990.71120508959,2959.8612425267
0.38,71.6414478033912,736.369356587508,2060.3880388437,3012.89554330431
0.39,71.3793463338862,794.035722357295,2175.99565592285,3069.67887294229
0.4,71.349188162999,818.186072037804,2305.73501320241,3132.62255604321
0.41,71.4685060804858,860.298389244127,2379.51896493412,3194.76121742624
0.42,71.7483241442272,1059.4276632521,2457.9122511838,3296.3783628408
0.43,72.325185188053,1337.53797581534,2592.35487026898,3423.74275624406
0.44,73.0828116346009,1479.87194901311,2690.39794506278,3483.54602554663
0.45,73.5779868394559,1567.19510427716,2779.16945654707,3525.77219746246
0.46,74.1266150039347,1694.24354231591,2852.55404569528,3599.47564760585
0.47,74.4437116572678,1653.66649117553,2861.31574669057,3614.95758513404
0.48,74.1036115499293,1592.94514452378,2906.07378269306,3666.23258837168
0.49,73.5262511785987,1713.14043511531,3009.86820249442,3801.70399640238
0.5,73.079802240105,1755.9290786584,3047.26788785422,3898.14972556018
0.51,72.8300523810269,1779.79452677686,3076.05701686945,4003.15615326698
0.52,72.7240647071228,1742.08510503538,3102.40032779299,4060.08616411172
0.53,72.795023809137,1647.90826025142,3021.37843484429,4027.37791095651
0.54,73.218822084896,1395.17539981586,2769.78015260883,3853.33016240836
0.55,74.3120026379967,1087.19678638389,2402.44853742307,3582.28212230361
