time,smoothed_intensity,smoothed_f1,smoothed_f2,smoothed_f3
0,14.331375,528.075,1092.679875,1632.544875
0.01,35.292946640625,891.6520359375,1809.16721507812,2627.16343382813
0.02,46.8854566171875,838.24132078125,2027.36483064844,2915.57747439844
0.03,53.0332496701172,791.657635113281,2064.14347396465,2995.6226488084
0.04,56.3174082291797,856.608333307031,2132.44579102746,3148.90675487121
0.05,58.0590449331372,978.019190922217,2243.8137533184,3318.91610542192
0.06,59.2073309371241,1093.29863981406,2323.60868373943,3392.20032261557
0.07,60.4406310635625,1064.47307588525,2272.25997220331,3354.80788611199
0.08,61.5698437489387,961.643609617518,2210.14496415496,3247.79681572573
0.09,62.7610094927299,974.603481608358,2227.42173577583,3277.71615526505
0.1,64.268638332949,954.625510984894,2283.72374957154,3298.26742465953
0.11,65.530760075943,866.515015928106,2057.92840031588,3200.7700720328
0.12,66.4488823628203,741.316833260486,1774.10460688333,3083.58186062032
0.13,67.2709574730046,677.427354580782,1666.28300944486,3073.31937957993
0.14,68.0303291180519,651.156284540064,1536.31219961964,3064.50788126278
0.15,68.8730031755232,586.314700967758,1368.6972450839,2996.52538620675
0.16,69.7613609661148,528.867115928665,1302.93719342611,2959.95308652669
0.17,70.4234475865055,495.212746494409,1284.88661956833,2965.76183069556
0.18,70.9292219029064,472.138118575429,1230.19772551377,2968.1259138408
0.19,71.3533197920291,462.163704149663,1107.73326548948,2890.47313753322
0.2,71.7585083956028,468.718671664312,1043.36613413301,2842.7261564122
0.21,72.2705048418243,474.28101566922,1021.77243911074,2814.49145459025
0.22,72.7736799738369,492.897129995188,1032.36828682158,2810.39233773458
0.23,73.2196358034437,517.414075442268,1044.81982939149,2806.25670594761
0.24,73.5706885354524,535.8576791317,1053.18605744211,2794.57034937766
0.25,73.963346855331,543.837111879834,1066.8492532329,2789.5645761569
0.26,74.3789938838897,542.699062630478,1060.10530680495,2775.29416433585
0.27,74.6860717843097,532.343898026862,1030.87060382402,2745.91868969316
0.28,74.8108029906471,530.446227799137,982.125321274231,2734.97700378786
0.29,74.7454389968331,512.942547207175,980.955453948013,2713.96439897197
0.3,74.5737531168457,500.074559581154,967.646764657359,2695.38347116084
0.31,74.3550974288632,490.453079071599,949.390398881946,2712.54675329103
0.32,74.2300335726537,484.40324286171,927.73983074254,2726.69116765648
0.33,74.310918317063,482.720638072472,910.638578623755,2724.10281131721
0.34,74.5597274930415,483.376278414052,899.029179561512,2730.79821360785
0.35,74.7372677639341,488.214556676034,902.907159905853,2734.8854864983
0.36,74.7336133799325,494.441544529637,911.81942907908,2728.35356178176
0.37,74.6888012193357,500.706717853725,912.640552990468,2722.5821817317
0.38,74.6404979813396,501.190671793883,913.956211305593,2717.39232309089
0.39,74.6057182231246,498.127200650644,941.584394844036,2724.11159120739
0.4,74.4555223748318,490.348055466809,979.459123533498,2739.81562243688
0.41,74.0080275841948,475.152044769795,1023.8537788684,2740.50993794971
0.42,73.2824629492277,452.544543718065,1092.94624376136,2727.31768720753
0.43,72.3378768374315,430.804203531383,1181.3741994048,2715.22125524537
0.44,71.2880124477833,426.320414722307,1285.84461185747,2709.79415585838
0.45,70.2441350898636,431.726055876294,1387.13342491077,2725.95986048249
0.46,68.9888135833955,437.306997260426,1453.83425856496,2761.70843813358
0.47,67.6431514989263,453.924952193264,1505.11720033907,2793.43625579161
0.48,66.4110688210918,449.279729647562,1564.29444996958,2813.74671227286
0.49,65.1358797966508,453.810243792606,1607.00594350459,2801.63749674819
0.5,64.0620588329356,449.288352453479,1621.19312298925,2791.61679783547
0.51,63.1925466246173,459.451944420314,1638.39307956554,2780.61565758706
0.52,62.573826927616,443.117431776417,1655.90316781784,2789.92768731304
0.53,62.3444407508059,616.304176766915,1831.62825904668,2866.75122126488
0.54,61.8165495249677,682.224472493205,2036.45167921051,3061.34386970199
0.55,60.9346876310717,563.8872258557,1899.04227215155,2934.75182493208
0.56,60.4234900066261,508.614787387075,1842.50871109303,2889.16681199669
0.57,60.6921127957645,609.152859210683,2045.53313823586,3105.25563607628
0.58,61.7098995983366,850.303838197162,2216.96910695381,3336.34258280491
0.59,63.3856605155765,834.397023511896,2232.85876278597,3290.28804710983
0.6,65.1206899073873,785.806971370944,2208.42908217978,3213.89552099107
0.61,66.4639402640392,780.222602880065,2201.78217918626,3180.19353219883
0.62,67.2114334059584,777.699671515861,2218.327207558,3157.48508250642
0.63,67.8626195041824,643.716313249352,2186.89537137558,3036.93534367316
0.64,69.1885025367982,517.47631394074,2129.3395336956,2903.82296183229
0.65,70.8031451560879,459.74944174876,2107.92681027092,2841.60974553876
0.66,71.9750557793152,433.603779081562,2109.33658798009,2823.10373538837
0.67,72.6531853381551,424.709037970093,2094.56973628052,2799.08511715173
0.68,73.1493546549778,418.25710093868,2064.57360126335,2759.23137125567
0.69,73.6503944463087,430.307167359095,2033.1255551492,2724.29044692722
0.7,74.0807272328087,441.612847936054,2029.66875628196,2700.2800902526
0.71,74.2002671204562,420.823277416033,2046.20087350877,2677.93049994175
0.72,73.9577113445772,454.01053896948,2040.8030691156,2691.68967575951
