longest_time,smoothed_intensity,smoothed_f1,smoothed_f2,smoothed_f3
0.01,14.331375,528.075,1092.679875,1632.544875
0.02,36.10963125,905.817375,1837.08230625,2665.91480625
0.03,47.7591721875,832.76218125,2042.7931434375,2935.8203934375
0.04,53.701794703125,786.4471996875,2066.84985389063,3003.20321639063
0.05,56.7789870867188,868.989709828125,2144.02154463984,3174.61914401484
0.06,58.3544428976953,1003.17984040547,2266.84272455191,3352.21540420816
0.07,59.4549435937324,1119.46216222301,2340.08912350355,3403.80884731449
0.08,60.7914689765528,1044.90068922265,2248.11739292695,3337.36686602297
0.09,61.9034329371041,925.96200407246,2193.87106610982,3209.40965131263
0.1,63.1978881154072,999.383102239853,2244.5135863604,3312.51380822195
0.11,64.911088463474,927.770956231919,2307.24984749822,3289.71959452207
0.12,65.9658486549107,823.505525927556,1882.87291612402,3138.31615198714
0.13,66.8440917602009,674.071539260156,1685.11235386821,3038.79925859293
0.14,67.6770004681105,680.619471593086,1648.37216962752,3106.15559222611
0.15,68.4208502574608,618.591709376197,1412.45644329513,3018.47620072436
0.16,69.4543426416034,544.815690156908,1312.43541881232,2968.3029103984
0.17,70.2218884528819,504.9442545863,1288.68985534678,2947.42835071912
0.18,70.7779136490851,478.098715022465,1278.19817044073,2998.00346789552
0.19,71.2434775069968,459.758418262356,1130.5044937424,2906.07253234253
0.2,71.6255376288482,468.124630044296,1051.30022155832,2851.81376778839
0.21,72.1574206958665,470.500796524363,1019.56387185708,2815.46332228362
0.22,72.6895813827266,488.2900630884,1029.95712952139,2810.88982725599
0.23,73.1701447604996,514.61615969862,1043.73517123677,2808.04702999079
0.24,73.5300796182748,534.964637834241,1051.62359418022,2795.02649149494
0.25,73.9361687900512,543.895050808832,1067.24822679912,2790.46507032222
0.26,74.3710178345281,542.968027944858,1060.86464973952,2776.05716367722
0.27,74.6900598089905,532.209415369672,1030.49093235673,2745.53719002247
0.28,74.8171578949448,530.35342845332,979.579762796204,2734.42120451236
0.29,74.7385618422196,511.273010649326,981.087369537912,2712.0027874818
0.3,74.5502090132208,498.474780857129,965.726678245852,2693.00928311499
0.31,74.3172399572715,488.896629471421,946.220673035219,2716.33760571324
0.32,74.2082319764993,483.279896209282,923.11962016937,2729.27955814228
0.33,74.3429025870746,482.546442915105,906.751041093154,2722.49038197826
0.34,74.6419714228911,483.691043603308,896.100197601235,2733.94946008804
0.35,74.7805842825901,490.270698981819,906.001233680679,2735.31095304842
0.36,74.7083213554245,496.687384440001,914.952303524374,2724.60727417663
0.37,74.6764517454835,503.249561442,911.178016938406,2721.30100079715
0.38,74.6139234600159,499.6688837931,916.009659316123,2714.50330043843
0.39,74.5986579030088,496.800636086205,963.590562623868,2732.37919024114
0.4,74.3123868466548,483.895474847413,995.327684443127,2747.25205463263
0.41,73.6543127656602,464.990761166077,1057.00572644372,2732.67450504794
0.42,72.7793720211131,435.705543641342,1141.57164954405,2720.07022777637
0.43,71.6400296116122,423.056924002738,1244.28790724923,2707.556750277
0.44,70.6342662863867,432.381183201506,1363.02134898707,2713.94933765235
0.45,69.3858464575127,430.284775760828,1440.17999194289,2752.38301070879
0.46,67.942090551632,455.820126668456,1489.83187056859,2786.29365588984
0.47,66.6833998033976,447.840444667651,1554.19115381272,2816.36776073941
0.48,65.3217448918687,455.036869567208,1604.707634597,2803.26251840668
0.49,64.1779596905278,447.488403261964,1618.85107402835,2793.26238512367
0.5,63.2507528297903,461.88799679408,1637.58746571559,2780.09768681802
0.51,62.5855390563847,434.047398236744,1646.79448114358,2786.01735274991
0.52,62.3512964810116,615.448069030209,1828.96821462897,2864.22404401245
0.53,61.8028380645564,683.936687966615,2041.77176804593,3066.39822420685
0.54,60.876810935506,555.883928381638,1889.52697242526,2925.97539831377
0.55,60.3731210145283,503.362660609901,1837.28445983389,2885.07696907257
0.56,60.7429665579906,626.017963335446,2078.73220290864,3140.35658298991
0.57,61.9150066068948,897.879629834495,2246.29208659975,3377.91537064445
0.58,63.7825036337922,817.266796408972,2229.23389762986,3266.64257885445
0.59,65.5667519985857,775.320363024935,2201.49414369643,3196.31316836995
0.6,66.8259635992221,782.200699663714,2201.89840403303,3173.68911760347
0.61,67.3970299795722,775.532509815043,2226.23737221817,3149.68313968191
0.62,68.1273664887647,568.762005398274,2164.52442971999,2972.82385182505
0.63,69.8959265688206,483.28585296905,2105.882936346,2857.82236850378
0.64,71.5087596128513,441.443344132978,2109.5164899903,2828.99992767708
0.65,72.3969427870682,426.510839273138,2109.17381949466,2817.76908522239
0.66,72.9225685328875,422.814836600226,2079.21672572207,2779.44299687232
0.67,73.4265376930882,412.686535130124,2046.67644914714,2734.52827327977
0.68,73.9692207311985,455.403219321568,2013.82579703093,2709.70930030388
0.69,74.2665714021592,418.628895626863,2056.07368836701,2684.56474016713
0.7,74.0701142711875,425.130767594774,2026.82090360185,2664.90773209192
0.71,73.6954378491532,521.396672177126,2073.42812198102,2754.18087765056
0.72,73.5073658170342,602.202419697419,2100.33446708956,2772.42123270781
0.73,73.1418011993688,670.639580833581,2107.33108189926,2855.07330298929
0.74,72.6954906596529,709.158644458469,2087.07497004459,2894.64706664411
0.75,72.5996448628091,721.529754452158,2040.34248352453,2838.06426165426
0.76,72.437804674545,735.010739948687,2019.65824093849,2885.74996890984
0.77,71.7885425709998,704.413781971778,1933.57965751617,2775.05223290041
0.78,71.3796984140499,720.925955084478,1925.18956163389,2728.70460309523
0.79,71.5497091277274,732.011275296463,1891.00325889864,2744.85303170238
0.8,72.0920900202501,746.112576413055,1875.08191739425,2784.67891743631
0.81,72.4320245111376,765.40516702718,1849.50192956684,2861.03427958997
0.82,72.1487384811257,790.891966864949,1858.73731126176,2910.61222877448
0.83,71.4641811646191,631.838581775722,1810.97102119397,2846.26685082597
0.84,70.9976746405405,723.072219976647,1848.97081165668,2926.60676795428
0.85,70.8907210522973,585.830220987156,1809.53357141118,2900.18197237485
0.86,71.0838965787635,472.484121542936,1784.88321427615,2854.69733480617
0.87,71.4016431183199,412.751516848615,1758.23726785188,2806.62053414339
0.88,71.514528715076,384.138709266738,1763.30212231853,2759.80791877887
0.89,71.6576157932918,365.412540096706,1755.06391727519,2729.52723032838
0.9,71.7036886863105,355.158147053188,1722.87140450136,2714.92035168061
0.91,71.3499037774708,345.659480879254,1697.48514747575,2707.80456842433
0.92,70.6445720776089,345.96121448359,1688.01708111166,2698.06788763338
0.93,69.8415146426849,349.333417965974,1690.99626961141,2688.26221319836
0.94,69.3638330534767,349.195754881286,1674.12744828628,2660.9147172591
0.95,69.2237331794122,341.563415184707,1653.82009655745,2647.5284694925
0.96,68.9959282486767,342.722878351589,1639.4088031066,2642.26640822088
0.97,68.5950105367722,337.540958093374,1621.89309170863,2626.78689952148
0.98,68.4453807952247,338.944526951356,1628.75532543975,2606.89379473682
0.99,68.2618344373736,345.010739823246,1640.28980399186,2651.76608710525
1,67.4600089405555,344.632406902785,1649.30001719552,2791.34547290789
1.01,66.7670049173055,341.328323796532,1663.43450945754,2830.92726009934
1.02,66.623227704518,347.510953088093,1673.31448020165,2845.51186805464
1.03,66.1909002374849,504.166774198451,1780.31121411091,2931.19890243005
1.04,65.5188701306167,609.365850809148,1873.664292761,2987.14339633653
1.05,65.4192535718392,621.215092945031,1922.03961101855,3005.14186798509
1.06,64.8593394645116,579.014051119767,1838.2846610602,2966.0326523918
1.07,64.0878867054814,576.864603115872,1890.46456358311,3065.94045881549
1.08,63.9920876880148,645.71815671373,1930.37188497071,3071.58212734852
1.09,63.8966482284081,572.066361192551,1930.56341173389,2970.82167004169
1.1,63.4121565256245,608.642873655903,2022.76237645364,3035.33629352293
1.11,62.8385610890935,645.548330510747,2005.2124320495,3048.16183643761
1.12,62.4027085990014,654.677331780911,1986.15721262723,3057.93838504069
1.13,61.8581147294508,518.632282479501,1895.29446694497,2930.64311177238
1.14,61.1760881011979,758.198880363726,2046.07170681974,3156.71721147481
1.15,60.9618484556589,1072.09238420005,2199.77181375086,3447.94834131114
1.16,61.0453916506124,1170.67956131003,2200.14787256297,3452.14533772113
1.17,61.4209654078368,1145.44263372052,2172.27582990963,3464.98931074662
1.18,61.8840309743102,1138.90069854628,2120.8832064503,3484.16974591064
1.19,62.0295920358706,1234.55913420046,2155.05026354766,3528.66473525085
1.2,62.0376506197289,1196.05527381025,2087.31164495122,3490.32035438797
1.21,62.0195828408509,1163.25690059564,2142.59790472317,3470.50781991338
1.22,62.018645562468,1245.7410453276,2260.07134759774,3534.24680095236
1.23,62.1261300593574,1364.57882493018,2393.40461617876,3725.0414905238
1.24,62.1773715326466,1431.8138537116,2436.62278889832,3759.93831978809
