time,smoothed_intensity,smoothed_f1,smoothed_f2,smoothed_f3
0,13.815,476.8425,1059.54075,1537.0875
0.01,31.83435703125,809.15562421875,1653.01130882813,2221.176459375
0.02,43.667720859375,955.650164765625,1970.71336596094,2641.609794375
0.03,51.1446350214844,1080.47965171289,2164.80309983965,3010.95060567187
0.04,55.7246356980469,1250.52255907383,2322.5671871673,3361.33582703438
0.05,58.4839829551025,1429.80353428337,2458.60900701067,3604.25212238145
0.06,59.9009051723731,1367.8017767238,2432.89353335143,3595.89925458773
0.07,60.4563114839524,1375.92482974661,2406.96769401854,3602.59259715515
0.08,60.7360113958298,1307.2500442467,2358.46346590971,3468.2617539985
0.09,60.8341077646422,1314.92157177458,2339.05003209133,3351.96147868079
0.1,60.9008597813679,1461.11002369241,2371.35248342527,3363.00939158933
0.11,61.2748397232004,1587.07882063891,2412.3857687008,3441.17220301763
0.12,63.3624420316764,1469.65957603431,2377.52351508179,3412.94799121638
0.13,66.2293780844435,1257.62776178456,2262.1143333599,3227.89488110731
0.14,69.4553456158057,1068.77890715014,2166.2390513524,3058.55287937509
0.15,72.4458613146546,941.75488281595,2102.03920638846,2940.43081698857
0.16,74.6737517254639,865.964017231502,2041.36234164945,2838.92664119209
0.17,76.211640048657,826.596560158223,2009.26204442933,2770.61268014318
0.18,77.0722256312084,808.600986996899,2001.01326159051,2733.97598838442
0.19,77.8363007124231,769.782523983102,1974.28156598938,2673.54689737799
0.2,78.8139583895998,702.407355861725,1935.71858291031,2589.40066242637
0.21,80.0190721302393,624.925787005509,1891.60915213799,2494.01563373561
0.22,81.0967123991593,582.533115557888,1837.04474445892,2404.01343188144
0.23,81.7565328207153,568.177951119563,1801.99441409529,2330.10234728426
0.24,82.1330998874711,563.465934072182,1780.09109989401,2270.36890746112
0.25,82.3907545963894,564.351334062607,1756.88405020553,2202.80983998968
0.26,82.6027801525683,567.785170537033,1726.32763063314,2130.20173666916
0.27,82.7805476758548,571.496846927423,1687.49723022803,2067.44303354388
0.28,82.8741682174259,574.11860438478,1640.60915853822,2026.8385236823
0.29,82.6759929014025,576.959700462384,1616.09758149242,2000.49280394448
0.3,82.3187889620214,579.119339713476,1594.24285855884,1972.43146655003
0.31,81.9541650055493,579.111375740265,1572.67733929452,1946.69556626183
0.32,81.6627732357178,576.884675550965,1550.87054015055,1925.69865113163
0.33,81.4113263091734,574.372211319632,1528.54382273995,1905.62171022403
0.34,81.0169664861304,572.752261856712,1532.06026632318,1869.10477314425
0.35,80.5359799461124,568.527232142822,1520.63540558918,1869.99015029148
0.36,80.0626479224192,565.917693020449,1511.47662183534,1891.83063917887
0.37,79.6496899137747,563.175962685228,1504.62704394533,1926.04617794609
0.38,79.2991972836203,556.233374940065,1494.98495492217,1968.40408301408
0.39,78.8997820112739,542.756809253976,1490.34348459523,2017.97929322685
0.4,78.4987924523375,523.827062867879,1483.56276086299,2048.80051435383
0.41,78.1520285375984,502.536349863151,1489.95324977329,2089.5830810334
0.42,77.8264326120261,480.749834269433,1501.73050521457,2141.41879135721
0.43,77.5144003656052,458.228765534648,1498.28971099991,2194.46884668345
0.44,77.2521055526528,432.814025034109,1452.73780716312,2231.28778891936
0.45,77.0035222888799,418.600432899086,1453.72609267345,2259.35786773228
0.46,76.6539083819349,402.937241499964,1461.96416217639,2291.46632820072
0.47,76.1058331418047,394.750218487049,1463.17538418844,2306.61324431303
0.48,75.3666384673249,393.75075079764,1471.0814025333,2318.86467258862
0.49,74.487914077724,396.271570331947,1501.89659348369,2353.32746309122
0.5,73.4864397635488,402.166932193497,1537.06259671338,2420.17899611052
0.51,72.3626825700842,407.625692866458,1588.25873315456,2511.4017612904
0.52,71.2119672517442,408.771720242696,1660.86573424547,2608.27355906476
0.53,70.0561774994681,447.472256034237,1753.57288425014,2736.55363179026
0.54,69.0724918745123,503.459909389245,1837.4666861909,2854.51196444595
0.55,68.5874575636869,491.501905573125,1862.72126048838,2852.67042328962
0.56,68.4557467974153,579.384339274959,1942.92268485738,2891.65480631388
0.57,68.1392207159413,577.986193248075,1937.06473002368,2879.07896149015
0.58,67.8705762563173,537.400934317207,1903.22821991918,2867.55772904171
0.59,67.5922085216268,484.483959955448,1870.03282916488,2884.25422515762
0.6,67.1273008375035,454.677296054412,1856.62029118081,2939.99703354451
0.61,66.2811923317364,546.739902992111,1892.2976154185,3030.00820488591
0.62,65.3727774621648,700.046761237503,2035.27515124475,3177.2192372453
0.63,64.9953489811561,812.816004323326,2014.24469770513,3219.84489602309
0.64,65.1092259625918,900.21380346569,1989.92194992723,3233.56826237432
0.65,65.5142493983013,966.684742387265,2043.80633952821,3280.91809072883
0.66,65.9328325469474,988.08086232762,2110.52263081555,3365.84563605848
0.67,66.2962266750939,849.785075873626,1980.9974768958,3242.69311383568
0.68,66.6273199806991,821.564001751038,1914.71266633864,3145.58800288694
0.69,67.2423807142406,807.963862177495,1858.91100949278,3091.12457042003
0.7,68.3976285540032,837.558319896806,1900.22935871837,3121.82651283873
0.71,70.1347616339707,933.540550804356,2066.15277597645,3219.71207075024
0.72,71.9605233521868,961.46180391019,2043.96565778441,3154.01558655411
0.73,73.0952963704256,939.610505667967,1965.50359622804,3051.48021130555
0.74,74.0804105059317,920.072518364431,1963.33814405856,2998.14568687849
0.75,75.1416994825961,894.434212666001,1913.63901755856,2903.67839031828
0.76,76.2025285340614,834.343490721111,1769.64278933045,2746.01018688187
0.77,76.9133837002322,711.476509016444,1596.93387170203,2591.52453214721
0.78,77.0182858734634,693.832283919094,1573.57885823799,2531.44156007148
0.79,77.119164477729,723.63556423391,1587.7111372258,2486.47251246977
0.8,77.0662942925292,740.2802767249,1595.14926875326,2427.552577967
