time,smoothed_intensity,smoothed_f1,smoothed_f2,smoothed_f3
0,6.1785,840.22425,1248.633,1814.124375
0.01,27.5031928125,918.853137421875,1712.73499171875,2480.83911386719
0.02,40.67021896875,926.228167101563,1936.96451620312,2825.00504244141
0.03,49.1194563679688,1158.81741712441,2202.78549568008,3143.64024325635
0.04,54.1459741260937,1383.33259196051,2392.20366011227,3466.68721435283
0.05,57.0629139170801,1341.94298024986,2439.45033293808,3486.50142876557
0.06,58.8378173543947,1289.74597061304,2446.04352529793,3445.79170476915
0.07,59.88868266898,1221.64476849251,2471.05391715302,3404.42935261479
0.08,60.6211940767986,1132.68705860632,2487.02670387194,3335.91458741797
0.09,61.493487992737,1156.61799215422,2480.48355310941,3339.99024007974
0.1,62.4285090212791,1010.75029364123,2434.84594237409,3235.10852295627
0.11,63.2071220321666,799.336076316199,2266.84005413965,3072.65750903403
0.12,64.6200168970713,685.776840043223,2178.17325846983,2912.61540713379
0.13,67.0598660263933,712.121081706565,2153.4461382247,2864.40873800041
0.14,69.8468471306751,722.686487861108,2097.86943500787,2771.97322392695
0.15,72.3266700270087,731.363373805983,2086.20242525038,2681.4739026839
0.16,74.0244370226803,696.959349077346,2038.58040931053,2605.53471654251
0.17,75.0513839402157,664.665061455646,1981.38088125178,2569.76923419738
0.18,75.6056326348765,641.519858567813,1938.70828274803,2560.55546961301
0.19,75.9133777251989,610.550728217074,1909.48635424885,2555.13964752648
0.2,75.9748624850436,579.431092259518,1891.15436109558,2549.63299084619
0.21,75.6798647841754,572.886075691993,1870.84647223237,2557.11495737436
0.22,75.2531061421172,592.311934883938,1830.41552678669,2577.36406478708
0.23,75.1173080106784,611.460379225504,1800.26913388069,2572.4489438866
0.24,75.3861576412557,603.404130517538,1766.52935963454,2550.4918371928
0.25,75.7250885685635,597.06759050005,1754.27030982747,2525.17197846324
0.26,75.4564086093579,593.443571258021,1723.00228141613,2514.27316355387
0.27,74.6586603736157,588.496667023183,1775.11198067869,2569.12487751788
0.28,73.7314795253965,610.78614560745,1862.52313291505,2681.03041032587
0.29,72.8078229492924,609.328628706182,1925.0360472075,2783.49730583117
0.3,71.8598145627892,601.259428936797,1992.3319759402,2871.64510400947
0.31,70.9852424675322,600.081599576544,2047.27128093364,2903.24011459179
0.32,70.3062134340417,595.187537358942,2081.00426599259,2939.65469654124
0.33,69.7449745950799,589.058091871369,2110.7556490938,3041.46155274228
0.34,69.1316849907902,591.606389757426,2121.46900666542,3117.33733575028
0.35,68.5599852373576,579.58863781708,2098.47482480921,3139.14624036296
0.36,68.2592047545043,554.169655415916,2059.66983378947,3160.90690385042
0.37,67.9140332182142,548.510041374759,2050.34429526959,3234.41773703473
0.38,67.3720478506945,517.153565803018,2062.81072651676,3247.58751751141
0.39,66.7226240716292,542.432226117454,2078.86167141188,3271.31914267674
0.4,66.073511535207,549.205158042537,2035.6568717505,3226.94419930346
0.41,66.0164297664349,557.173551891574,2042.30149019846,3202.85824697253
0.42,67.4374105036783,547.390353022863,2033.16215426378,3168.24545138049
0.43,69.5433783465745,539.733774424824,1963.5745291395,3123.88508325466
0.44,71.1738663007443,544.391607499765,1873.60670546678,3071.7529705844
0.45,71.8624479731674,552.09554832217,1807.96059915188,3008.88152265362
0.46,71.848115558259,563.985735635708,1762.64455550712,2952.33162116095
0.47,71.9917071100143,569.844890988072,1709.60820520501,2911.17362365089
0.48,72.9074005990174,536.349795057078,1620.63609198149,2890.79399850541
0.49,73.7791155081398,511.828894570144,1542.37125965199,2800.09334134219
0.5,74.1516171415249,471.077161189652,1550.4377821797,2803.46199148536
0.51,74.2176242761129,546.263311256872,1676.73652502678,2966.57675069476
0.52,74.5481084559128,510.027949950814,1637.68137068573,2866.00623662117
0.53,75.43672373923,456.436418642254,1501.84508397276,2753.22177319812
0.54,76.4710611177393,427.559715958859,1438.80093101885,2684.64490409628
0.55,77.2636540796462,424.189123923275,1437.18561332835,2645.71736553535
0.56,77.6439151401197,456.270535675548,1469.02525912174,2670.42519109976
0.57,77.6040825450387,469.578821248499,1463.42569891615,2698.66257549467
0.58,77.2253058446563,422.630723206496,1387.64782198593,2642.34240398646
0.59,76.6343734123728,392.642382294787,1370.15609463739,2579.66779006359
0.6,76.0155869856015,366.849634723051,1403.91749084101,2549.43394506717
0.61,75.5725888987939,334.318776496495,1498.62820512543,2546.49413046247
0.62,75.0801693536538,305.702089756023,1522.81050895681,2583.31666167004
0.63,74.1747168194518,425.293663497662,1797.58824082833,2803.98102900881
0.64,73.1021648500417,402.888289727481,1763.08069470172,2784.35418698888
0.65,72.7752784034117,364.353202328124,1737.98928831351,2745.63650202979
0.66,73.0237304391153,340.798229918373,1779.66352699759,2710.08166941863
0.67,73.3318452425573,457.851342018453,1907.48497779502,2742.72146324648
0.68,73.5861855277306,499.709716591866,1948.38167459525,2752.03425418137
0.69,74.0352327305676,409.025485649845,1870.0487279124,2697.45331044401
0.7,74.7795644127359,356.09467775829,1809.62430007608,2646.2490716298
0.71,75.6149876405127,327.880948664104,1792.50267719488,2604.80146336003
0.72,76.4020841853364,310.854343352381,1807.71658046947,2577.14207724676
0.73,77.0142681785525,313.427793958915,1828.71714503216,2576.12560261753
0.74,77.4913467660324,319.995738522719,1847.59596464598,2582.36917170396
0.75,77.7923444722074,323.244585563304,1890.08677113721,2592.73950907217
0.76,77.8774547258283,323.363926654012,1915.64459714865,2606.45069757019
0.77,77.6550839643184,322.007965780263,1954.93692070388,2629.91972481726
0.78,77.0991223061872,324.088984701701,1989.1166746368,2658.109221284
0.79,76.3575178875996,328.721670359279,2019.81780327506,2675.6505145458
0.8,75.6331579131129,329.644646554192,2065.34074507181,2678.81413265572
0.81,75.1228345434253,324.908778464992,2105.3865524086,2712.84543019307
0.82,74.9583814790512,318.808196041348,2114.08060101523,2772.75803402152
0.83,75.0762672556952,316.16764027701,2107.94664666941,2787.57398959495
0.84,75.2064579588517,317.030231095954,2108.63405140424,2765.95661701294
0.85,75.2520116989516,315.170203334253,2111.89624237248,2732.8012721352
0.86,75.5182351175441,320.956366729903,2105.7244018412,2698.6951445773
0.87,75.9025224963905,322.59707518884,2114.03913592796,2669.35999175651
0.88,76.1765458440437,316.489938187322,2140.59623186943,2654.46494758457
0.89,76.2864806545399,309.23699129268,2159.07171772722,2625.154598782
0.9,76.1065101646707,305.631481307783,2160.87814279694,2599.32352451587
0.91,75.6014373847019,306.097400314713,2150.44849812821,2611.85729735934
0.92,75.0406934389842,307.99928131308,2136.51010857309,2623.02208280422
0.93,74.5741951615103,309.283621005437,2129.96407339505,2643.88522253969
0.94,74.0217511623686,307.216698321274,2128.83425210994,2669.30261490164
0.95,73.2015744688111,299.308122564882,2119.31785402519,2658.68492040167
0.96,72.2701295328257,288.912296860435,2098.21408949257,2649.08731252784
0.97,71.4731351546054,284.305745837789,2077.15912474765,2661.14091395287
0.98,70.7941669863862,285.804339058786,2071.01333296341,2659.49765737098
0.99,70.1269195537769,288.681069645317,2057.69151652648,2632.46251093048
1,69.5300571815716,287.600165694763,2038.88965936609,2631.91926207163
1.01,68.8182405550237,284.811146821531,2045.0813653425,2667.40567973794
1.02,67.8986215318507,288.514064506018,2051.09601351226,2680.25360140382
1.03,67.1211167765161,286.591041464982,2042.40973938644,2690.97785107972
1.04,66.6891080189079,449.213467270284,2109.66628298763,2831.65625371617
1.05,66.3813784177775,605.632995360406,2144.44543203605,2965.7281972221
1.06,66.0020163963357,570.193801047185,2110.1285461984,2972.82677332017
1.07,65.5817545802165,507.601560016319,2126.66807598671,3012.60551083626
1.08,65.1583775002216,593.950775185552,2186.21926007912,3187.78066619365
1.09,64.7912692944158,644.243859041358,2184.4290066948,3242.33958359755
1.1,64.6191642175403,670.070843264365,2153.53710525284,3252.79414996498
1.11,64.4738196002394,744.219104312997,2202.00863250381,3320.43554533357
1.12,64.3216702632181,872.915563807539,2244.72586917067,3385.05430927438
1.13,64.0839970948425,755.520544610174,2234.47382444283,3300.07428648841
1.14,63.4708471747033,741.73363383191,2219.22196958799,3316.99543345675
1.15,62.8314810522337,710.904177118961,2276.28989090283,3326.47884428031
1.16,62.5340338246094,661.462563643579,2263.03555388025,3371.80940157205
1.17,62.2842309856446,676.395932015389,2245.72265652798,3458.5681028579
1.18,61.7658329147647,648.404767995996,2201.636022757,3442.25251026189
1.19,61.0644128174587,573.095474345314,2129.37454947986,3337.32647400169
1.2,60.4946415174882,694.160662351683,2212.29781441886,3359.43854868826
1.21,60.4050327841433,939.39381615208,2362.27379245558,3438.81667478095
1.22,60.8012007535174,954.505598968406,2319.29317190194,3344.36463596835
1.23,60.9953873179158,1192.59643385424,2519.97102445244,3575.69586513145
1.24,60.8687726448972,1009.14308710114,2394.34779024668,3481.34209842229
1.25,61.2092920172331,1160.50277666564,2530.95013584981,3680.91979421476
1.26,61.8406735876251,1231.97345454661,2449.71468147892,3664.74468558224
1.27,62.323782259612,1283.75310810679,2359.2933173213,3640.31390213269
1.28,62.3532627409417,1168.014439464,2258.55843048419,3562.6736592542
