time,pitch,intensity,formant1,formant2,formant3
0.01,0,0,0,0,0
0.02,0,0,0,0,0
0.03,0,0,1430.03,2695.53,3672.75
0.04,0,66.39,1643.52,2426.3,3759.58
0.05,0,63.45,118.55,2120.21,3437.69
0.06,0,63.21,639.88,2428.36,3978.37
0.07,0,63.51,365.24,2102.81,3472.91
0.08,0,63.11,515.87,2206.77,3283.56
0.09,0,65.48,1435.99,2821.67,4014.97
0.1,0,65.67,115.67,1912.6,3136.99
0.11,0,62.9,150.13,1850.82,2826.48
0.12,0,59.64,137.04,2157.74,3425.43
0.13,0,60.35,1560.14,2665.23,3948.21
0.14,0,62.13,399.02,1924.83,2936.43
0.15,0,61.44,484.11,2155.29,3268.29
0.16,0,59.29,166.49,1908.31,2960.88
0.17,0,57.28,142.7,1564.32,2760.77
0.18,0,62.79,1458.62,2995.5,3532.72
0.19,0,71.29,1470.88,2904.85,3639.08
0.2,121.15,78.81,891.23,2265.95,3280.16
0.21,123.44,84.64,479.93,1832.57,2743.58
0.22,124.38,87.52,530.06,1846.07,2843.7
0.23,119.68,88.03,590.85,1848.18,2864.15
0.24,117.21,87.96,668.62,1826.14,2796.83
0.25,111.21,86.97,731.54,1798.76,2700.46
0.26,107.19,84.59,751.88,1736.5,2609.35
0.27,108.06,82.16,754.63,1675.24,2594.44
0.28,108.75,81.65,745.58,1606.02,2555.1
0.29,108.61,81.28,765.7,1530,2553.49
0.3,108.27,80.82,782.73,1472.73,2578.69
0.31,107.98,80.57,763.35,1419.95,2622.33
0.32,107.52,80.2,780.67,1384.88,2682.06
0.33,107.39,80.13,769.89,1354.52,2698.49
0.34,106.26,80.05,778.42,1339.1,2767.43
0.35,102.6,79.57,748.75,1307.87,2830.95
0.36,100,79.5,715.19,1288.67,2708.91
0.37,99.95,79.53,636.74,1275.59,2610.04
0.38,99.98,79.75,532.1,1267.46,2453.61
0.39,102.64,80.04,390.61,1302.94,2656.28
0.4,106,79.99,368.67,1364.15,2632.92
0.41,107.23,78.94,322.51,1429.63,2699.76
0.42,107.35,77.52,269.29,1279.31,2770.72
0.43,0,75.18,233.59,1286.4,2573.78
0.44,0,72.6,410.3,1757.3,2896.96
0.45,0,72.32,354.73,1898.47,3022.64
0.46,0,73.52,166.32,1790.09,2970.86
0.47,130.6,76.79,291.75,1742.82,3140.93
0.48,131.72,79.84,374.7,1653.3,3083.97
0.49,135.19,81.81,388.16,1660.19,2865.96
0.5,138.41,82.88,398,1628.58,2877.22
0.51,138.74,82.61,398.97,1597.99,2877.7
0.52,137.08,80.98,347.94,1584.79,2813.12
0.53,140.06,81.54,362.79,1475.9,2803.41
0.54,145.85,84.14,416.02,1466.72,2824.3
0.55,149.54,86.5,442.94,1390.79,2888.4
0.56,152.06,87.3,449.01,1257.55,2933.98
0.57,154.22,86.96,452.46,1236.22,2928.89
0.58,155.3,86.56,453.3,1089.92,2720.04
0.59,155.02,85.79,479.31,1049.93,2891.86
0.6,154.35,83.81,491.22,947.12,2871.64
0.61,153.91,81.62,522.07,1229.26,3100.54
0.62,153.98,79.32,488.61,1225.78,3127.74
0.63,154.84,77.19,443.13,983.28,2890.43
0.64,157.51,75.81,419.81,964,2808.3
0.65,162.02,75.82,376.47,1126.9,2719.7
0.66,166.39,76.73,363.54,990.77,2701.05
0.67,178.18,76.71,451.69,631.61,2907.88
0.68,190.7,78.63,434.83,703.04,2929.41
0.69,198.64,81.67,466.06,670.19,2686.51
0.7,204.96,82.99,546.04,677.28,2735.33
0.71,210.72,82.97,485.3,730.91,2626.21
0.72,215.36,82.61,668.87,1354.06,2777.44
0.73,218.31,82.63,758.76,1641.13,2937.14
0.74,220.89,83.42,710.8,993.04,2720.28
0.75,224.08,84.16,625.36,1064.53,2640.33
0.76,227.44,84.92,632.79,1129.7,2612.9
0.77,230.08,85.94,667.63,1169.07,2588.76
0.78,232.36,86.54,685.53,1208.06,2594.37
0.79,233.27,86.73,705.92,1279.5,2509.32
0.8,231.49,87.02,714.42,1415.19,2468.95
0.81,227.42,86.62,700.86,1543,2484.24
0.82,221.81,86.08,673.22,1637.51,2489.31
0.83,216.29,86.08,664.75,1717.59,2503.21
